 ds score
171 /data/archive/crg/crgmwr3cS2.b1 97.77327935222672
172 /data/archive/crg/crgmwr3ctipM1.a1 99.62049335863378
173 /data/archive/crg/crgmwr3ctipS2.a1 99.11699779249449
174 /data/archive/crg/crgmwrlosS3.b1 93.53348729792148
175 /data/archive/crg/crgmwrret2turnM1.c1 100.0
176 /data/archive/crg/crgmwrret2turnS2.c1 100.0
177 /data/archive/crg/crgnfov2chM1.b1 100.0
178 /data/archive/crg/crgpblhtbemlM1.c1 100.0
179 /data/archive/crg/crgpblhtsonde1mcfarlM1.c1 0.13522650439486483
180 /data/archive/crg/crgpblhtsonde1mcfarlM1.s1 0.0
181 /data/archive/crg/crgpblhtsonde1mcfarlS2.c1 3.90625
182 /data/archive/crg/crgpblhtsonde1mcfarlS2.s1 33.33333333333333
183 /data/archive/crg/crgpblhtthermoM1.c1 100.0
184 /data/archive/crg/crgpops1mM1.b1 99.48320413436693
185 /data/archive/crg/crgpops1mS2.b1 99.48186528497409
186 /data/archive/crg/crgpops1mS3.b1 99.44444444444444
187 /data/archive/crg/crgpopsM1.a1 100.0
188 /data/archive/crg/crgpopsS2.a1 100.0
189 /data/archive/crg/crgpopsS3.a1 100.0
190 /data/archive/crg/crgsebsS2.b1 96.25292740046838
191 /data/archive/crg/crgsebsS3.b1 98.93333333333334
192 /data/archive/crg/crgsebsS5.b1 99.50980392156863
193 /data/archive/crg/crgsebsS6.b1 99.50617283950618
194 /data/archive/crg/crgsirsM1.b1 97.16599190283401
195 /data/archive/crg/crgsirsS2.b1 96.33620689655173
196 /data/archive/crg/crgsirsS3.b1 93.71069182389937
197 /data/archive/crg/crgskyrad1sM1.a0 97.84946236559139
198 /data/archive/crg/crgskyrad1sS2.a0 98.72068230277185
199 /data/archive/crg/crgskyrad1sS3.a0 99.02912621359224
200 /data/archive/crg/crgskyrad60sM1.b1 79.39068100358423
201 /data/archive/crg/crgskyrad60sS2.b1 94.19087136929461
202 /data/archive/crg/crgskyrad60sS3.b1 96.17224880382776
203 /data/archive/crg/crgsondeparamM1.c1 0.0
204 /data/archive/crg/crgsondeparamS2.c1 3.149606299212593
205 /data/archive/crg/crgsondewnpnM1.b1 0.13522650439486483
206 /data/archive/crg/crgsondewnpnS2.b1 3.90625
207 /data/archive/crg/crgsynopwearegdjf2025mlM1.c1 100.0
208 /data/archive/crg/crgsynopwearegjja2025mlM1.c1 100.0
209 /data/archive/crg/crgsynopwearegmam2025mlM1.c1 100.0
210 /data/archive/crg/crgsynopwearegson2025mlM1.c1 100.0
211 /data/archive/crg/crgtbscpcS7.b1 33.33333333333333
212 /data/archive/crg/crgtbscpcS8.b1 100.0
213 /data/archive/crg/crgtbsdtsch1S7.b1 9.523809523809518
214 /data/archive/crg/crgtbsgroundS7.b1 100.0
215 /data/archive/crg/crgtbsimetS7.a1 7.017543859649123
216 /data/archive/crg/crgtbsimetS7.b1 7.017543859649123
217 /data/archive/crg/crgtbsimetS8.a1 0.0
218 /data/archive/crg/crgtbsimetS8.b1 100.0
219 /data/archive/crg/crgtbsimetxq2S7.b1 11.111111111111114
220 /data/archive/crg/crgtbsinpS7.a1 0.0
221 /data/archive/crg/crgtbsinpS8.a1 0.0
222 /data/archive/crg/crgtbsmergedS7.c1 7.017543859649123
223 /data/archive/crg/crgtbspopsS7.b1 7.272727272727266
224 /data/archive/crg/crgtbswindS7.a1 8.333333333333329
225 /data/archive/crg/crgtbswindS7.b1 8.333333333333329
226 /data/archive/crg/crgtbswindS8.a1 0.0
227 /data/archive/crg/crgtbswindS8.b1 0.0
228 /data/archive/crg/crgtropoeM1.c1 98.61111111111111
229 /data/archive/crg/crgvdisM1.b1 100.0
230 /data/archive/crg/crgvdisdropsM1.b1 100.0
231 /data/archive/crg/crgvdisquantsM1.c1 100.0
232 /data/archive/crg/crgvisstgridg16minnisX1.c1 100.0
233 /data/archive/crg/crgvisstpx2dg16minnisX1.c1 0.0
234 /data/archive/crg/crgwbpluvio2M1.a1 98.92280071813285
